client_id,nom_complet,age,emploi,balance_moyenne,date_acquisition,anciennete_mois,cout_acquisition,segment
CLI_0311,Alexandre Thomas,42,Cadre,37523.2,2025-04-05,10,276.85,Standard
CLI_0312,Thomas Richard,26,Artisan/Commerçant,17448.05,2025-01-11,13,274.84,Standard
CLI_0313,Luc Michel,21,Profession libérale,59613.6,2020-01-22,74,139.23,Standard
CLI_0314,Marie Lefebvre,72,Artisan/Commerçant,3184.0,2020-11-20,64,164.27,Standard
CLI_0315,Luc Richard,62,Employé,4829.68,2020-03-18,72,199.14,Standard
CLI_0316,Alexandre Leroy,53,Retraité,29173.9,2022-11-14,40,95.78,Standard
CLI_0317,Thomas Simon,41,Profession libérale,43879.26,2022-06-02,45,112.97,Standard
CLI_0318,Alice Leroy,31,Retraité,8170.03,2021-09-04,54,127.35,Standard
CLI_0319,Julie Martin,30,Cadre,41202.26,2025-12-01,2,255.46,Standard
CLI_0320,Marie Robert,35,Cadre,39776.43,2024-09-29,17,182.2,Standard
CLI_0321,Pierre Moreau,47,Employé,9129.45,2021-03-31,59,188.91,Standard
CLI_0322,Luc Martin,53,Cadre,7990.85,2023-03-26,35,242.81,Standard
CLI_0323,Marie Moreau,51,Artisan/Commerçant,19863.33,2022-08-31,42,152.95,Standard
CLI_0324,Thomas Richard,36,Employé,9588.28,2023-05-18,33,161.87,Standard
CLI_0325,Laura Lefebvre,71,Fonctionnaire,16511.36,2021-05-14,58,178.85,Standard
CLI_0326,Julie Petit,54,Employé,11772.71,2020-07-14,68,194.61,Standard
CLI_0327,Camille Leroy,47,Cadre,41135.09,2022-09-03,42,178.54,Standard
CLI_0328,Marie Petit,49,Étudiant,2831.04,2024-09-15,17,100.31,Standard
CLI_0329,David Moreau,42,Retraité,12490.38,2025-02-15,12,227.28,Standard
CLI_0330,Sophie Robert,35,Employé,10725.05,2020-09-14,66,86.14,Standard
CLI_0331,Jean Laurent,39,Profession libérale,53433.16,2021-03-30,59,110.91,Standard
CLI_0332,Thomas Martin,55,Retraité,31752.1,2025-08-09,6,164.88,Standard
CLI_0333,Nicolas Lefebvre,20,Employé,4208.45,2020-03-08,72,152.46,Standard
CLI_0334,Nicolas Simon,28,Sans emploi,2364.83,2025-10-11,4,321.65,Standard
CLI_0335,Laura Laurent,25,Fonctionnaire,18246.55,2022-09-17,42,93.74,Standard
CLI_0336,Laura Simon,24,Retraité,31999.29,2021-08-11,55,126.06,Standard
CLI_0337,Sophie Richard,63,Cadre,45870.28,2023-04-08,35,191.25,Standard
CLI_0338,Thomas Bernard,53,Retraité,32278.89,2024-10-24,16,173.81,Standard
CLI_0339,Alexandre Richard,44,Cadre,31871.99,2020-01-07,74,94.52,Standard
CLI_0340,Camille Richard,27,Cadre,34435.97,2023-12-16,26,183.79,Standard
CLI_0341,Alexandre Michel,45,Employé,13558.66,2022-09-12,42,170.14,Standard
CLI_0342,Marie Laurent,44,Employé,9524.49,2024-09-02,18,114.2,Standard
CLI_0343,David Robert,31,Artisan/Commerçant,16912.61,2022-02-06,49,89.62,Standard
CLI_0344,Nicolas Robert,42,Retraité,13007.25,2020-12-16,63,122.57,Standard
CLI_0345,Alexandre Petit,41,Retraité,23165.48,2025-11-14,3,385.43,Standard
CLI_0346,Julie Petit,49,Employé,11313.16,2024-01-17,25,233.71,Standard
CLI_0347,Laura Robert,50,Employé,5522.26,2020-10-04,65,161.44,Standard
CLI_0348,Nicolas Dubois,25,Employé,4629.3,2025-11-24,3,240.48,Standard
CLI_0349,Sophie Petit,40,Sans emploi,3196.79,2025-09-09,5,298.42,Standard
CLI_0350,Alexandre Petit,50,Cadre,15867.53,2025-09-10,5,152.53,Standard
CLI_0351,Alexandre Laurent,45,Artisan/Commerçant,7728.08,2020-03-24,72,156.33,Standard
CLI_0352,David Dubois,63,Profession libérale,39739.56,2024-05-18,21,282.66,Standard
CLI_0353,Camille Moreau,51,Employé,13801.9,2025-04-09,10,303.14,Standard
CLI_0354,Luc Petit,31,Retraité,24225.91,2020-06-27,69,184.84,Standard
CLI_0355,Nicolas Michel,26,Employé,4442.96,2024-05-03,22,244.79,Standard
CLI_0356,Jean Robert,50,Artisan/Commerçant,4693.38,2024-03-09,24,124.11,Standard
CLI_0357,Luc Thomas,22,Fonctionnaire,15138.5,2022-11-04,40,188.29,Standard
CLI_0358,Thomas Lefebvre,48,Employé,6976.38,2020-03-07,72,87.97,Standard
CLI_0359,Camille Moreau,70,Employé,12683.8,2024-01-02,26,206.79,Standard
CLI_0360,Alexandre Richard,48,Profession libérale,56165.75,2020-10-03,65,97.06,Standard
CLI_0361,Emma Durand,40,Fonctionnaire,16739.86,2023-11-13,27,102.34,Standard
CLI_0362,Emma Simon,50,Employé,5535.3,2022-09-14,42,130.64,Standard
CLI_0363,Sophie Leroy,43,Retraité,30155.49,2021-02-28,60,115.4,Standard
CLI_0364,Emma Lefebvre,47,Retraité,16449.98,2023-09-23,29,197.2,Standard
CLI_0365,David Lefebvre,70,Retraité,38050.19,2021-06-30,56,149.26,Standard
CLI_0366,Laura Dubois,40,Cadre,33636.84,2020-06-30,68,85.25,Standard
CLI_0367,Alexandre Bernard,71,Retraité,18384.38,2023-12-14,26,124.6,Standard
CLI_0368,Luc Leroy,67,Fonctionnaire,8312.19,2023-10-18,28,211.73,Standard
CLI_0369,Alexandre Simon,32,Cadre,13591.7,2021-12-18,51,121.18,Standard
CLI_0370,Camille Richard,26,Employé,11030.33,2025-03-18,11,332.29,Standard
CLI_0371,Marie Michel,27,Fonctionnaire,7499.45,2025-05-14,9,313.07,Standard
CLI_0372,François Thomas,20,Cadre,31788.65,2022-01-16,50,181.47,Standard
CLI_0373,Alexandre Robert,27,Artisan/Commerçant,8821.97,2021-07-06,56,163.1,Standard
CLI_0374,Sophie Lefebvre,52,Employé,10605.6,2020-09-15,66,131.59,Standard
CLI_0375,Sophie Dubois,26,Employé,12594.22,2025-02-17,12,234.59,Standard
CLI_0376,Jean Martin,38,Artisan/Commerçant,20116.56,2020-05-31,69,113.05,Standard
CLI_0377,Sophie Durand,62,Employé,11891.07,2023-04-16,34,161.26,Standard
CLI_0378,Camille Michel,21,Profession libérale,23140.57,2022-04-05,47,174.68,Standard
CLI_0379,François Bernard,60,Employé,3149.0,2020-06-28,69,133.57,Standard
CLI_0380,Emma Petit,36,Profession libérale,58926.42,2022-03-28,47,175.81,Standard
CLI_0381,David Simon,28,Cadre,21575.62,2020-06-20,69,178.69,Standard
CLI_0382,Camille Thomas,53,Employé,7620.5,2023-07-16,31,271.51,Standard
CLI_0383,Laura Laurent,50,Fonctionnaire,4498.39,2023-06-24,32,283.33,Standard
CLI_0384,Thomas Durand,65,Employé,5374.49,2025-10-12,4,257.75,Standard
CLI_0385,Thomas Thomas,54,Retraité,9077.64,2024-06-19,20,163.77,Standard
CLI_0386,Pierre Simon,59,Employé,13429.42,2025-04-23,10,295.55,Standard
CLI_0387,Laura Martin,36,Étudiant,1595.29,2022-11-03,40,124.54,Standard
CLI_0388,David Lefebvre,31,Cadre,30080.17,2020-05-29,70,152.13,Standard
CLI_0389,Alice Lefebvre,55,Fonctionnaire,4623.67,2022-02-21,48,164.67,Standard
CLI_0390,David Bernard,59,Employé,10669.02,2023-03-17,35,237.68,Standard
CLI_0391,François Petit,74,Employé,6199.36,2024-01-02,26,174.91,Standard
CLI_0392,Sophie Dubois,41,Cadre,45406.36,2020-07-14,68,100.02,Standard
CLI_0393,François Laurent,40,Cadre,44965.32,2023-09-21,29,186.11,Standard
CLI_0394,Nicolas Durand,57,Profession libérale,32770.34,2023-01-24,37,97.11,Standard
CLI_0395,Jean Leroy,39,Employé,13712.49,2021-05-24,58,186.81,Standard
CLI_0396,Sophie Michel,69,Artisan/Commerçant,24915.47,2024-02-16,24,169.18,Standard
CLI_0397,Marie Durand,63,Employé,12730.4,2024-11-24,15,130.89,Standard
CLI_0398,Pierre Lefebvre,42,Employé,12983.33,2024-06-26,20,105.09,Standard
CLI_0399,Emma Simon,55,Retraité,15968.28,2024-12-06,14,229.16,Standard
CLI_0400,Nicolas Leroy,55,Retraité,26454.48,2024-05-02,22,227.38,Standard
CLI_0401,Camille Richard,28,Cadre,8026.52,2023-10-20,28,168.12,Standard
CLI_0402,François Durand,67,Cadre,9271.31,2022-02-04,49,88.61,Standard
CLI_0403,Camille Michel,45,Cadre,49950.17,2025-07-25,7,252.41,Standard
CLI_0404,Laura Leroy,61,Retraité,18452.46,2025-07-30,7,227.8,Standard
CLI_0405,Thomas Michel,38,Retraité,31941.89,2024-02-13,24,235.42,Standard
CLI_0406,David Leroy,66,Employé,12486.65,2025-10-27,4,301.44,Standard
CLI_0407,Emma Dubois,41,Artisan/Commerçant,21876.51,2022-12-28,38,123.75,Standard
CLI_0408,Laura Michel,19,Artisan/Commerçant,24947.82,2020-12-04,63,106.15,Standard
CLI_0409,Emma Durand,67,Profession libérale,26904.75,2024-10-04,17,297.61,Standard
CLI_0410,Luc Lefebvre,27,Artisan/Commerçant,3887.72,2020-11-19,64,134.48,Standard
CLI_0411,Sophie Michel,38,Employé,7345.49,2024-10-29,16,237.65,Standard
CLI_0412,Alexandre Robert,71,Cadre,10853.63,2022-01-09,50,96.87,Standard
CLI_0413,François Lefebvre,71,Employé,2291.54,2023-04-18,34,197.12,Standard
CLI_0414,Nicolas Durand,48,Cadre,21219.21,2023-08-08,31,105.51,Standard
CLI_0415,Alexandre Thomas,50,Profession libérale,64861.68,2021-02-24,61,140.65,Standard
CLI_0416,Luc Durand,43,Fonctionnaire,13058.89,2020-11-23,64,195.68,Standard
CLI_0417,Marie Laurent,37,Cadre,19075.01,2023-09-05,30,176.84,Standard
CLI_0418,Luc Thomas,38,Cadre,34445.39,2023-04-25,34,107.8,Standard
CLI_0419,Luc Richard,52,Employé,5016.24,2023-06-09,33,106.19,Standard
CLI_0420,Julie Leroy,55,Fonctionnaire,4230.1,2024-12-31,14,177.6,Standard
CLI_0421,Marie Dubois,58,Employé,11936.59,2024-10-11,16,132.0,Standard
CLI_0422,Pierre Thomas,58,Profession libérale,53662.02,2021-11-13,52,82.8,Standard
CLI_0423,Thomas Laurent,27,Cadre,39303.62,2024-12-23,14,251.24,Standard
CLI_0424,Pierre Laurent,45,Cadre,6752.21,2023-12-10,27,191.7,Standard
CLI_0425,Sophie Bernard,25,Sans emploi,6859.84,2025-01-05,13,157.85,Standard
CLI_0426,Thomas Petit,47,Fonctionnaire,13912.42,2020-06-22,69,188.01,Standard
CLI_0427,Julie Leroy,43,Cadre,30352.79,2023-12-15,26,123.23,Standard
CLI_0428,Emma Petit,66,Fonctionnaire,13993.82,2024-11-16,15,291.18,Standard
CLI_0429,Jean Thomas,39,Retraité,35661.86,2023-01-29,37,117.68,Standard
CLI_0430,Alice Petit,28,Artisan/Commerçant,15912.6,2020-08-22,67,186.61,Standard
CLI_0431,Thomas Lefebvre,30,Employé,9552.35,2020-11-03,64,152.35,Standard
CLI_0432,Camille Laurent,56,Profession libérale,79347.54,2024-07-21,19,265.34,Standard
CLI_0433,Jean Michel,50,Employé,11837.49,2024-01-28,25,296.8,Standard
CLI_0434,David Lefebvre,27,Retraité,22153.4,2025-10-02,4,222.1,Standard
CLI_0435,Camille Petit,27,Cadre,36832.87,2021-10-17,53,195.34,Standard
CLI_0436,Emma Martin,53,Cadre,22515.37,2020-05-07,70,126.74,Standard
CLI_0437,Julie Robert,26,Employé,4975.38,2021-08-07,55,126.26,Standard
CLI_0438,François Petit,61,Retraité,27099.26,2024-11-29,15,168.08,Standard
CLI_0439,Alice Michel,53,Employé,14066.37,2020-05-22,70,144.97,Standard
CLI_0440,Thomas Leroy,26,Retraité,37732.46,2021-06-01,57,98.5,Standard
CLI_0441,Laura Laurent,27,Fonctionnaire,9470.48,2020-10-02,65,146.45,Standard
CLI_0442,Nicolas Lefebvre,73,Cadre,28745.49,2022-08-24,42,145.0,Standard
CLI_0443,Camille Thomas,40,Retraité,14772.35,2024-02-09,25,252.38,Standard
CLI_0444,Emma Thomas,40,Employé,14943.2,2024-01-23,25,266.73,Standard
CLI_0445,Luc Petit,60,Artisan/Commerçant,24584.59,2024-04-17,22,188.09,Standard
CLI_0446,Emma Martin,70,Cadre,34227.9,2020-05-12,70,116.28,Standard
CLI_0447,Thomas Richard,73,Retraité,33741.25,2021-09-20,54,111.12,Standard
CLI_0448,Alexandre Simon,55,Artisan/Commerçant,18732.2,2025-01-16,13,138.92,Standard
CLI_0449,François Petit,40,Fonctionnaire,13490.53,2024-02-28,24,111.53,Standard
CLI_0450,Laura Dubois,27,Retraité,9707.14,2024-03-03,24,168.49,Standard
CLI_0451,Alice Durand,57,Employé,7911.94,2024-12-23,14,154.05,Standard
CLI_0452,David Dubois,47,Retraité,29593.16,2020-11-10,64,195.97,Standard
CLI_0453,Camille Leroy,42,Artisan/Commerçant,17905.7,2021-07-17,56,146.93,Standard
CLI_0454,Jean Petit,67,Profession libérale,36118.58,2025-12-08,2,236.82,Standard
CLI_0455,Camille Moreau,28,Cadre,47376.14,2024-02-12,24,216.09,Standard
CLI_0456,Alexandre Martin,45,Fonctionnaire,6677.71,2024-06-18,20,127.84,Standard
CLI_0457,Marie Simon,19,Retraité,24011.5,2023-07-11,32,188.81,Standard
CLI_0458,Thomas Dubois,44,Retraité,30108.29,2023-02-15,36,155.15,Standard
CLI_0459,Alice Durand,25,Employé,11062.77,2022-10-19,40,138.67,Standard
CLI_0460,Pierre Martin,28,Retraité,28756.45,2021-04-09,59,128.21,Standard
CLI_0461,Luc Petit,28,Employé,5578.75,2020-04-16,71,199.26,Standard
CLI_0462,Julie Thomas,51,Retraité,12998.61,2022-02-01,49,185.64,Standard
CLI_0463,Emma Richard,55,Cadre,33617.31,2025-08-06,6,305.85,Standard
CLI_0464,Julie Lefebvre,48,Retraité,27177.67,2025-10-21,4,292.34,Standard
CLI_0465,David Petit,72,Sans emploi,2255.49,2024-05-04,22,224.13,Standard
CLI_0466,Luc Lefebvre,40,Cadre,36731.26,2021-04-27,58,104.16,Standard
CLI_0467,Alice Petit,36,Fonctionnaire,11282.75,2022-12-08,39,127.42,Standard
CLI_0468,Luc Michel,64,Employé,10680.89,2022-12-02,39,84.74,Standard
CLI_0469,Marie Durand,34,Artisan/Commerçant,21422.08,2025-01-01,14,195.11,Standard
CLI_0470,Jean Laurent,72,Étudiant,1263.78,2022-05-28,45,145.16,Standard
CLI_0471,Nicolas Martin,19,Profession libérale,11340.14,2023-03-15,36,107.33,Standard
CLI_0472,Julie Thomas,72,Retraité,32931.28,2025-07-04,7,391.01,Standard
CLI_0473,Alexandre Bernard,24,Artisan/Commerçant,16413.34,2022-03-30,47,189.13,Standard
CLI_0474,François Simon,66,Employé,11095.31,2021-05-17,58,166.66,Standard
CLI_0475,Jean Lefebvre,46,Employé,12896.01,2021-07-09,56,144.01,Standard
CLI_0476,Jean Thomas,74,Retraité,33689.95,2020-10-30,64,184.4,Standard
CLI_0477,Sophie Michel,26,Artisan/Commerçant,24140.24,2025-01-25,13,126.13,Standard
CLI_0478,Jean Moreau,47,Étudiant,2911.71,2021-12-08,51,174.86,Standard
CLI_0479,Pierre Thomas,72,Étudiant,2698.23,2024-12-28,14,124.96,Standard
CLI_0480,Pierre Durand,46,Employé,7224.53,2020-12-25,63,175.31,Standard
CLI_0481,Alexandre Bernard,50,Artisan/Commerçant,6381.2,2023-08-02,31,155.15,Standard
CLI_0482,Camille Thomas,53,Cadre,30767.33,2023-11-24,27,275.42,Standard
CLI_0483,Emma Laurent,43,Profession libérale,29390.88,2020-09-22,66,193.29,Standard
CLI_0484,Luc Lefebvre,50,Cadre,46458.84,2023-04-04,35,129.76,Standard
CLI_0485,Julie Dubois,48,Employé,9581.48,2023-05-13,34,192.54,Standard
CLI_0486,Camille Moreau,67,Employé,9706.92,2021-10-07,53,197.72,Standard
CLI_0487,Laura Laurent,25,Employé,6614.02,2021-12-14,51,138.01,Standard
CLI_0488,Marie Lefebvre,36,Retraité,9663.66,2024-01-20,25,272.71,Standard
CLI_0489,Alice Dubois,71,Employé,2412.67,2025-09-14,5,297.18,Standard
CLI_0490,Luc Bernard,66,Employé,7503.36,2022-07-07,44,125.04,Standard
CLI_0491,Camille Martin,43,Employé,3099.35,2021-05-12,58,114.29,Standard
CLI_0492,David Robert,50,Employé,9889.01,2022-04-03,47,104.39,Standard
CLI_0493,Camille Simon,36,Employé,13452.65,2021-07-22,56,171.42,Standard
CLI_0494,David Petit,32,Cadre,44731.17,2022-08-27,42,126.38,Standard
CLI_0495,Thomas Laurent,43,Retraité,29089.45,2025-07-16,7,277.82,Standard
CLI_0496,Sophie Bernard,39,Retraité,14759.42,2020-04-17,71,139.08,Standard
CLI_0497,Camille Laurent,48,Retraité,35615.9,2024-01-18,25,215.46,Standard
CLI_0498,Alice Simon,26,Employé,13519.21,2024-02-20,24,273.12,Standard
CLI_0499,Sophie Bernard,72,Employé,4556.5,2025-03-29,11,395.18,Standard
CLI_0500,Laura Lefebvre,73,Artisan/Commerçant,19223.37,2021-06-15,57,128.91,Standard
CLI_0501,Luc Michel,53,Profession libérale,30056.37,2020-12-19,63,179.3,Standard
CLI_0502,Alexandre Moreau,46,Employé,12434.32,2020-09-26,66,171.74,Standard
CLI_0503,François Bernard,37,Cadre,49875.71,2023-06-20,32,214.71,Standard
CLI_0504,François Moreau,60,Employé,2390.34,2024-06-18,20,291.21,Standard
CLI_0505,François Martin,52,Employé,13665.76,2025-05-14,9,200.12,Standard
CLI_0506,Julie Leroy,31,Employé,10094.2,2025-11-23,3,177.32,Standard
CLI_0507,Thomas Simon,68,Profession libérale,78136.78,2024-08-09,18,270.79,Standard
CLI_0508,Julie Bernard,61,Profession libérale,42550.67,2024-08-04,19,187.83,Standard
CLI_0509,Nicolas Simon,71,Retraité,35116.41,2020-10-29,64,181.64,Standard
CLI_0510,Julie Martin,54,Étudiant,780.77,2021-05-28,57,187.17,Standard
CLI_0511,Alice Petit,49,Artisan/Commerçant,10376.14,2023-07-22,31,112.49,Standard
CLI_0512,Alice Durand,42,Retraité,10144.53,2020-10-30,64,186.02,Standard
CLI_0513,Marie Petit,69,Fonctionnaire,19605.49,2025-01-17,13,189.66,Standard
CLI_0514,Julie Simon,64,Cadre,41763.83,2025-03-23,11,277.61,Standard
CLI_0515,David Michel,25,Cadre,43364.63,2025-10-20,4,306.65,Standard
CLI_0516,Emma Laurent,22,Cadre,47208.44,2023-11-12,27,285.28,Standard
CLI_0517,Pierre Petit,40,Retraité,10723.31,2021-06-09,57,82.29,Standard
CLI_0518,Pierre Laurent,60,Artisan/Commerçant,11483.15,2022-01-15,50,137.22,Standard
CLI_0519,Nicolas Simon,74,Employé,2923.45,2021-06-12,57,162.53,Standard
CLI_0520,Luc Moreau,30,Fonctionnaire,7372.69,2024-11-07,15,244.54,Standard
CLI_0521,François Leroy,49,Cadre,15321.46,2025-08-21,6,323.13,Standard
CLI_0522,François Durand,40,Fonctionnaire,11505.72,2020-08-14,67,96.13,Standard
CLI_0523,Emma Petit,72,Employé,5491.31,2021-05-23,58,115.93,Standard
CLI_0524,Alice Laurent,62,Cadre,9544.01,2025-10-23,4,239.68,Standard
CLI_0525,Camille Robert,62,Employé,4177.38,2021-09-18,54,176.53,Standard
CLI_0526,Julie Michel,44,Employé,3914.58,2023-05-30,33,155.75,Standard
CLI_0527,Sophie Michel,42,Employé,14650.0,2021-11-05,52,105.28,Standard
CLI_0528,David Bernard,36,Employé,11870.8,2021-10-25,52,194.89,Standard
CLI_0529,Luc Durand,25,Artisan/Commerçant,24290.75,2023-08-14,30,101.77,Standard
CLI_0530,Sophie Lefebvre,64,Profession libérale,40781.83,2022-07-12,44,199.74,Standard
CLI_0531,Emma Moreau,60,Employé,5618.79,2023-11-18,27,235.36,Standard
CLI_0532,Camille Simon,74,Retraité,33545.38,2025-10-26,4,357.12,Standard
CLI_0533,Thomas Richard,74,Retraité,18440.13,2023-03-09,36,115.35,Standard
CLI_0534,Jean Durand,47,Employé,5891.98,2020-11-19,64,81.72,Standard
CLI_0535,Alice Richard,56,Employé,5022.58,2022-10-23,40,168.54,Standard
CLI_0536,Pierre Durand,70,Cadre,10835.55,2022-03-15,48,180.1,Standard
CLI_0537,Sophie Richard,63,Cadre,16540.84,2023-01-29,37,168.86,Standard
CLI_0538,François Robert,35,Retraité,19370.23,2021-05-27,57,97.14,Standard
CLI_0539,Julie Robert,43,Cadre,35329.74,2023-05-25,33,250.69,Standard
CLI_0540,David Moreau,29,Profession libérale,14379.54,2025-12-25,2,342.23,Standard
CLI_0541,Laura Robert,71,Retraité,14736.22,2021-01-17,62,159.02,Standard
CLI_0542,Nicolas Martin,49,Cadre,41406.06,2025-08-20,6,341.53,Standard
CLI_0543,Nicolas Thomas,34,Profession libérale,20284.53,2021-11-21,52,181.51,Standard
CLI_0544,Marie Thomas,52,Employé,6454.39,2021-09-23,53,153.63,Standard
CLI_0545,Laura Petit,50,Fonctionnaire,17834.54,2021-12-02,51,90.63,Standard
CLI_0546,Emma Leroy,39,Employé,4014.03,2023-10-14,28,197.53,Standard
CLI_0547,François Thomas,28,Artisan/Commerçant,4820.21,2020-06-17,69,89.32,Standard
CLI_0548,Laura Durand,52,Profession libérale,43917.66,2020-04-26,71,128.91,Standard
CLI_0549,Alexandre Laurent,46,Cadre,18608.88,2020-11-28,63,128.85,Standard
CLI_0550,Emma Durand,57,Retraité,26029.07,2020-07-05,68,87.92,Standard
CLI_0551,François Martin,46,Fonctionnaire,16860.88,2022-12-20,38,121.86,Standard
CLI_0552,Marie Robert,63,Retraité,12388.75,2022-05-13,46,93.32,Standard
CLI_0553,Sophie Petit,47,Artisan/Commerçant,15775.38,2024-09-02,18,261.65,Standard
CLI_0554,Laura Thomas,47,Artisan/Commerçant,14121.19,2020-05-04,70,193.72,Standard
CLI_0555,Luc Simon,65,Employé,3873.02,2025-08-01,7,168.08,Standard
CLI_0556,Camille Richard,41,Employé,10111.98,2023-04-01,35,291.02,Standard
CLI_0557,Emma Leroy,29,Retraité,16756.49,2023-05-22,33,204.52,Standard
CLI_0558,Nicolas Richard,22,Employé,8341.85,2025-06-01,9,224.89,Standard
CLI_0559,Thomas Laurent,55,Artisan/Commerçant,4809.99,2022-09-30,41,89.22,Standard
CLI_0560,Nicolas Richard,50,Fonctionnaire,11353.34,2024-07-21,19,200.12,Standard
CLI_0561,Julie Laurent,53,Employé,5984.03,2023-05-03,34,258.9,Standard
CLI_0562,Emma Robert,33,Employé,12690.96,2025-01-31,13,241.42,Standard
CLI_0563,Luc Robert,29,Étudiant,756.4,2020-10-25,65,86.03,Standard
CLI_0564,Sophie Bernard,20,Employé,7441.89,2020-09-02,66,88.75,Standard
CLI_0565,Laura Thomas,39,Artisan/Commerçant,13085.49,2021-10-09,53,128.34,Standard
CLI_0566,Julie Bernard,48,Employé,11425.08,2024-12-05,15,159.06,Standard
CLI_0567,Laura Leroy,41,Retraité,26377.2,2024-08-29,18,146.48,Standard
CLI_0568,François Laurent,42,Cadre,35024.56,2025-06-06,8,220.25,Standard
CLI_0569,Pierre Thomas,67,Retraité,32865.58,2025-03-17,11,350.87,Standard
CLI_0570,Sophie Laurent,39,Employé,13208.64,2022-04-15,47,191.51,Standard
CLI_0571,Emma Robert,45,Profession libérale,31971.28,2023-10-25,28,181.02,Standard
CLI_0572,Laura Moreau,58,Cadre,29211.02,2021-08-11,55,188.73,Standard
CLI_0573,François Leroy,41,Retraité,34883.46,2023-07-04,32,164.3,Standard
CLI_0574,Camille Robert,50,Artisan/Commerçant,24767.92,2023-07-31,31,195.29,Standard
CLI_0575,Marie Michel,64,Employé,13563.75,2023-11-15,27,145.21,Standard
CLI_0576,Sophie Robert,71,Cadre,21716.03,2024-06-21,20,228.1,Standard
CLI_0577,Sophie Richard,30,Cadre,13782.49,2021-06-19,57,197.48,Standard
CLI_0578,Pierre Robert,69,Retraité,23660.56,2024-02-26,24,220.7,Standard
CLI_0579,Jean Laurent,45,Retraité,31732.53,2025-10-10,4,239.45,Standard
CLI_0580,Nicolas Dubois,35,Profession libérale,44479.83,2021-03-10,60,157.74,Standard
CLI_0581,Luc Martin,43,Employé,8281.35,2023-07-31,31,124.58,Standard
CLI_0582,Jean Leroy,73,Employé,12897.0,2022-09-17,42,186.64,Standard
CLI_0583,Luc Laurent,45,Profession libérale,35298.26,2025-03-25,11,275.77,Standard
CLI_0584,Pierre Simon,38,Employé,13177.33,2021-05-16,58,133.92,Standard
CLI_0585,Alice Lefebvre,50,Sans emploi,3847.63,2022-12-31,38,150.3,Standard
CLI_0586,Emma Bernard,35,Cadre,19770.49,2025-01-15,13,224.96,Standard
CLI_0587,Alice Martin,26,Retraité,22527.68,2022-10-12,41,88.61,Standard
CLI_0588,Camille Robert,29,Employé,11911.81,2021-07-31,55,161.91,Standard
CLI_0589,Emma Durand,29,Employé,3638.03,2021-01-31,61,109.03,Standard
CLI_0590,Emma Richard,30,Retraité,14285.41,2020-07-26,68,165.67,Standard
CLI_0591,Pierre Martin,29,Retraité,38446.23,2023-04-03,35,264.51,Standard
CLI_0592,Luc Michel,50,Sans emploi,2228.44,2024-04-22,22,260.79,Standard
CLI_0593,Emma Bernard,32,Cadre,30547.73,2024-09-08,17,210.5,Standard
CLI_0594,Alice Bernard,39,Cadre,31069.15,2022-10-13,41,142.42,Standard
CLI_0595,Thomas Durand,66,Retraité,23667.98,2021-10-16,53,97.15,Standard
CLI_0596,Marie Moreau,44,Profession libérale,55132.17,2023-09-03,30,255.07,Standard
CLI_0597,Alexandre Simon,51,Employé,4987.75,2023-07-04,32,154.28,Standard
CLI_0598,Jean Dubois,31,Cadre,29869.8,2022-02-16,49,139.6,Standard
CLI_0599,Pierre Lefebvre,32,Cadre,21747.8,2021-10-14,53,114.11,Standard
CLI_0600,Camille Robert,24,Artisan/Commerçant,17556.68,2025-08-02,7,183.46,Standard
CLI_0601,Marie Thomas,31,Cadre,11355.06,2025-10-09,4,307.39,Standard
CLI_0602,Marie Leroy,36,Employé,9421.41,2025-03-27,11,163.58,Standard
CLI_0603,François Petit,31,Employé,4408.51,2025-08-04,6,337.16,Standard
CLI_0604,Camille Moreau,27,Employé,5622.36,2023-06-17,32,163.52,Standard
CLI_0605,François Moreau,28,Cadre,14841.94,2025-07-30,7,150.03,Standard
CLI_0606,Sophie Lefebvre,43,Profession libérale,22798.64,2020-04-04,71,141.34,Standard
CLI_0607,Nicolas Petit,33,Cadre,42156.99,2021-01-03,62,85.62,Standard
CLI_0608,Emma Durand,40,Artisan/Commerçant,9285.57,2024-05-29,21,155.23,Standard
CLI_0609,Luc Michel,45,Employé,14052.61,2025-09-01,6,326.74,Standard
CLI_0610,Camille Petit,52,Profession libérale,77894.86,2025-02-15,12,112.54,Standard
CLI_0611,Luc Moreau,24,Artisan/Commerçant,15567.73,2022-09-13,42,180.72,Standard
CLI_0612,Camille Martin,59,Retraité,12576.04,2022-05-31,45,80.46,Standard
CLI_0613,Camille Laurent,50,Profession libérale,36218.38,2023-12-16,26,149.36,Standard
CLI_0614,Marie Lefebvre,26,Employé,12370.52,2020-07-18,68,168.91,Standard
CLI_0615,Sophie Simon,65,Employé,6776.08,2020-07-26,68,117.95,Standard
CLI_0616,Sophie Robert,68,Retraité,10784.55,2023-02-26,36,92.23,Standard
CLI_0617,Alexandre Bernard,25,Sans emploi,4897.49,2025-07-20,7,240.06,Standard
CLI_0618,Pierre Thomas,36,Retraité,35043.87,2025-04-11,10,217.6,Standard
CLI_0619,Pierre Leroy,59,Profession libérale,65714.85,2023-03-16,36,181.13,Standard
CLI_0620,Marie Dubois,55,Retraité,13603.94,2020-02-03,73,117.6,Standard
CLI_0621,Jean Petit,32,Employé,10745.94,2021-03-16,60,174.67,Standard
